Rank,Ticker,Name,Sector,Industry,Index,AI_Score,Technical,Fundamental,Sentiment,RSI_Sentiment,Analyst_Sentiment,Upside_Sentiment,News_Sentiment,Sentiment_Source,Risk,RSI,MACD_Hist,Above_SMA50,Above_SMA200,Golden_Cross,Short_Interest,Insider_Buying,MarketCap
270,GLW,Corning Inc.,Technology,Electronic Components,SP500,6.98,6.68,6.71,6.48,6.16,7.97,5.93,,rsi+analyst+upside,8.76,54.66,-1.489,1,1,0,,False,143476932608.0
271,CTAS,Cintas,Industrials,Specialty Business Services,SP500,6.98,6.91,6.43,5.8,4.61,6.43,8.72,,rsi+analyst+upside,9.52,48.45,0.9162,1,0,0,,False,71906598912.0
272,IRM,Iron Mountain,Real Estate,REIT - Specialty,SP500,6.98,6.83,6.76,5.71,4.76,8.18,6.09,,rsi+analyst+upside,8.81,49.02,-0.8237,1,1,0,,False,36653551616.0
273,TER,Teradyne,Technology,Semiconductor Equipment & Materials,SP500,6.97,8.14,6.8,7.56,8.2,8.19,5.01,,rsi+analyst+upside,4.75,62.79,0.9311,1,1,0,,False,53510823936.0
274,HPQ,HP Inc.,Technology,Computer Hardware,SP500,6.97,8.03,6.15,6.53,8.6,4.26,2.57,,rsi+analyst+upside,7.64,64.41,0.0479,1,1,0,,False,22076577792.0
275,TDG,TransDigm Group,Industrials,Aerospace & Defense,SP500,6.97,5.33,7.35,7.29,6.36,7.95,9.39,,rsi+analyst+upside,8.93,55.45,-0.1817,1,0,0,,False,68228902912.0
276,BRK-B,Berkshire Hathaway,Financial Services,Insurance - Diversified,SP500,6.96,7.32,6.69,5.65,4.66,8.12,6.14,,rsi+analyst+upside,7.95,48.64,0.6096,1,0,0,,False,1055747538944.0
277,TXN,Texas Instruments,Technology,Semiconductors,SP500,6.96,6.55,7.37,4.73,3.93,6.89,4.95,,rsi+analyst+upside,8.03,45.74,-4.9817,1,1,0,,False,250817019904.0
278,LAZ,Lazard,Financial Services,Capital Markets,Russell1000,6.95,5.0,8.25,5.55,4.83,5.75,7.51,,rsi+analyst+upside,7.91,49.32,-0.2059,0,0,0,,False,4559141376.0
279,STE,Steris,Healthcare,Medical Devices,SP500,6.95,5.65,7.34,5.67,3.94,7.81,8.72,,rsi+analyst+upside,9.19,45.75,0.0159,0,0,0,,False,20840083456.0
280,LEA,Lear Corporation,Consumer Cyclical,Auto Parts,Russell1000,6.95,6.87,6.79,8.38,10.0,6.56,5.35,,rsi+analyst+upside,6.62,71.04,-0.0293,1,1,0,,False,7015568384.0
281,PLNT,Planet Fitness,Consumer Cyclical,Leisure,Russell1000,6.94,4.43,8.69,4.44,1.48,7.76,10.0,,rsi+analyst+upside,8.39,35.9,0.6275,0,0,0,,False,4010271232.0
282,CAH,Cardinal Health,Healthcare,Medical Distribution,SP500,6.94,8.08,6.06,8.11,7.79,8.82,8.32,,rsi+analyst+upside,6.51,61.18,1.2896,1,1,0,,False,49145757696.0
283,CB,Chubb Limited,Financial Services,Insurance - Property & Casualty,SP500,6.94,6.97,7.8,4.17,2.66,6.6,6.24,,rsi+analyst+upside,6.17,40.65,0.1773,0,1,0,,False,127163801600.0
284,BSY,Bentley Systems,Technology,Software - Application,Russell1000,6.94,5.44,7.1,6.45,4.66,8.28,10.0,,rsi+analyst+upside,9.8,48.65,0.0879,0,0,0,,False,9953897472.0
285,D,Dominion Energy,Utilities,Utilities - Regulated Electric,SP500,6.93,6.46,7.6,4.35,3.45,5.47,5.95,,rsi+analyst+upside,7.59,43.78,-0.1216,1,1,0,,False,58294087680.0
286,OKTA,"Okta, Inc.",Technology,Software - Infrastructure,Russell1000,6.92,7.96,5.82,8.24,9.28,8.11,5.24,,rsi+analyst+upside,7.26,67.13,1.9613,1,1,0,,False,20343281664.0
287,PSX,Phillips 66,Energy,Oil & Gas Refining & Marketing,SP500,6.91,8.38,5.74,6.44,6.38,7.38,5.67,,rsi+analyst+upside,7.82,55.53,0.4715,1,1,0,,False,71991885824.0
288,CSX,CSX Corporation,Industrials,Railroads,SP500,6.91,8.34,5.62,6.65,7.09,7.5,4.5,,rsi+analyst+upside,8.06,58.34,0.0074,1,1,0,,False,87109550080.0
289,JHX,James Hardie Industries,Basic Materials,Building Materials,Russell1000,6.9,7.85,5.34,9.38,9.35,9.64,9.22,,rsi+analyst+upside,8.03,67.41,0.1478,1,1,0,,False,13057077248.0
290,GOOGL,Alphabet Inc. (Class A),Communication Services,Internet Content & Information,SP500,6.89,5.83,8.46,3.4,0.0,8.89,8.11,,rsi+analyst+upside,6.64,28.23,-5.0185,1,1,0,,False,4370603442176.0
291,AMGN,Amgen,Healthcare,Drug Manufacturers - General,SP500,6.89,8.24,6.28,8.33,10.0,6.36,5.31,,rsi+analyst+upside,5.06,70.2,2.1196,1,1,0,,False,186749861888.0
292,NXPI,NXP Semiconductors,Technology,Semiconductors,SP500,6.88,6.92,7.49,5.73,5.9,,5.07,,rsi+upside,5.7,53.59,-4.6109,1,1,0,,False,70888824832.0
293,HSIC,Henry Schein,Healthcare,Medical Distribution,SP500,6.88,7.31,6.6,8.7,10.0,6.56,6.96,,rsi+analyst+upside,5.62,84.99,0.4969,1,1,0,,False,9076887552.0
294,GOOG,Alphabet Inc. (Class C),Communication Services,Internet Content & Information,SP500,6.87,5.8,8.47,3.21,0.0,8.92,7.12,,rsi+analyst+upside,6.62,28.09,-4.7877,1,1,0,,False,4339201736704.0
295,TDY,Teledyne Technologies,Technology,Scientific & Technical Instruments,SP500,6.87,5.72,6.94,6.06,4.55,8.27,8.39,,rsi+analyst+upside,9.52,48.2,-0.4604,0,1,0,,False,27999940608.0
296,AMCR,Amcor,Consumer Cyclical,Packaging & Containers,SP500,6.87,5.77,7.23,7.43,6.48,8.12,9.58,,rsi+analyst+upside,7.59,55.94,0.0509,0,0,0,,False,17707839488.0
297,DLTR,Dollar Tree,Consumer Defensive,Discount Stores,SP500,6.87,6.65,6.82,8.39,9.53,5.67,7.69,,rsi+analyst+upside,6.48,68.11,1.4612,1,0,0,,False,21222801408.0
298,DLR,Digital Realty,Real Estate,REIT - Specialty,SP500,6.86,5.51,7.44,5.13,3.04,8.2,8.35,,rsi+analyst+upside,8.99,42.17,-0.8751,0,1,0,,False,65907843072.0
299,SF,Stifel,Financial Services,Capital Markets,Russell1000,6.86,5.12,8.47,3.19,0.09,6.56,9.13,,rsi+analyst+upside,7.97,30.35,0.0029,0,0,0,,False,10748862464.0
300,SGI,Somnigroup International,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Russell1000,6.86,5.57,7.02,9.03,8.66,9.17,10.0,,rsi+analyst+upside,7.5,64.66,0.4853,0,0,0,,False,14660741120.0
301,GEV,GE Vernova,Industrials,Specialty Industrial Machinery,SP500,6.86,4.79,8.34,4.37,1.12,8.51,10.0,,rsi+analyst+upside,8.22,34.48,-12.7318,0,1,0,,False,237431586816.0
302,COLM,Columbia Sportswear,Consumer Cyclical,Apparel Manufacturing,Russell1000,6.85,8.32,5.06,9.27,9.99,,6.41,,rsi+upside,7.65,69.95,0.0433,1,1,0,,False,3335913984.0
303,CNC,Centene Corporation,Healthcare,Healthcare Plans,SP500,6.85,7.2,6.14,7.61,9.46,6.38,3.29,,rsi+analyst+upside,7.75,67.84,-0.1077,1,1,0,,False,32052365312.0
304,WEC,WEC Energy Group,Utilities,Utilities - Regulated Electric,SP500,6.84,7.25,6.64,6.46,6.25,6.62,6.96,,rsi+analyst+upside,6.85,54.98,0.1327,0,1,0,,False,37028495360.0
305,PANW,Palo Alto Networks,Technology,Software - Infrastructure,SP500,6.84,6.57,6.21,7.31,6.86,8.45,7.52,,rsi+analyst+upside,8.97,57.44,-1.2381,1,1,0,,False,205575602176.0
306,TRMB,Trimble Inc.,Technology,Scientific & Technical Instruments,SP500,6.84,5.4,7.76,5.97,3.53,9.23,10.0,,rsi+analyst+upside,7.55,44.14,0.1594,0,0,0,,False,12166089728.0
307,NOW,ServiceNow,Technology,Software - Application,SP500,6.83,6.15,6.4,7.66,6.79,8.91,9.04,,rsi+analyst+upside,8.92,57.15,0.8917,1,0,0,,False,107472609280.0
308,KLAC,KLA Corporation,Technology,Semiconductor Equipment & Materials,SP500,6.83,8.55,5.88,7.66,9.55,7.67,2.0,,rsi+analyst+upside,5.66,68.19,12.3903,1,1,0,,False,263429996544.0
309,KEYS,Keysight Technologies,Technology,Scientific & Technical Instruments,SP500,6.83,5.44,7.71,4.6,3.86,,7.59,,rsi+upside,8.44,45.42,-2.7125,0,1,0,,False,54283206656.0
310,TPL,Texas Pacific Land Corporation,Energy,Oil & Gas E&P,SP500,6.83,6.65,6.87,5.95,5.95,,,,rsi_only,7.68,53.79,2.3004,0,1,0,,False,26633787392.0
311,DVA,DaVita,Healthcare,Medical Care Facilities,SP500,6.83,6.33,7.52,2.85,2.28,,5.14,,rsi+upside,8.45,39.12,-2.1232,1,1,0,,False,12457666560.0
312,SNDK,Sandisk,Technology,Computer Hardware,SP500,6.82,6.59,6.16,7.9,8.61,8.52,5.18,,rsi+analyst+upside,8.56,64.43,-13.3233,1,1,0,,False,231301398528.0
313,EQIX,Equinix,Real Estate,REIT - Specialty,SP500,6.81,6.76,5.98,6.41,5.46,8.55,7.11,,rsi+analyst+upside,9.66,51.85,-1.0599,1,1,0,,False,104469708800.0
314,TMO,Thermo Fisher Scientific,Healthcare,Diagnostics & Research,SP500,6.81,5.71,6.71,8.78,8.46,8.8,9.72,,rsi+analyst+upside,7.99,63.84,2.7632,0,0,0,,False,179942834176.0
315,INVH,Invitation Homes,Real Estate,REIT - Residential,SP500,6.81,6.73,6.31,6.96,7.26,6.8,6.24,,rsi+analyst+upside,8.36,59.03,-0.038,1,1,0,,False,17735122944.0
316,IVZ,Invesco,Financial Services,Asset Management,SP500,6.81,6.81,7.03,5.67,5.29,6.46,6.01,,rsi+analyst+upside,6.94,51.17,-0.1034,1,1,0,,False,12108648448.0
317,USFD,US Foods,Consumer Defensive,Food Distribution,Russell1000,6.81,7.25,5.78,8.95,9.0,8.83,8.89,,rsi+analyst+upside,7.59,66.01,0.7747,0,1,0,,False,19377303552.0
318,FTAI,FTAI Aviation,Industrials,Aerospace & Defense,Russell1000,6.81,5.37,7.76,5.98,4.98,,10.0,,rsi+upside,7.41,49.92,-2.0004,0,1,0,,False,22851897344.0
319,CRS,Carpenter Technology Corporation,Industrials,Metal Fabrication,Russell1000,6.8,7.31,6.79,8.44,10.0,9.17,3.02,,rsi+analyst+upside,4.76,88.97,4.8238,1,1,0,,False,25113839616.0
320,OMC,Omnicom Group,Communication Services,Advertising Agencies,SP500,6.8,6.16,6.81,7.4,6.56,7.31,10.0,,rsi+analyst+upside,7.67,56.25,0.2714,0,0,0,,False,21327015936.0
321,AAON,AAON,Industrials,Building Products & Equipment,Russell1000,6.79,6.48,6.83,5.92,4.56,9.5,6.45,,rsi+analyst+upside,7.84,48.23,-2.0057,1,1,0,,False,10267632640.0
322,WTW,Willis Towers Watson,Financial Services,Insurance Brokers,SP500,6.79,5.8,7.33,6.85,5.34,8.33,9.92,,rsi+analyst+upside,7.12,51.34,2.0157,0,0,0,,False,24833206272.0
323,AXON,Axon Enterprise,Industrials,Aerospace & Defense,SP500,6.79,6.24,6.81,9.22,9.2,8.5,10.0,,rsi+analyst+upside,6.21,66.78,9.3421,1,0,0,,False,35540680704.0
324,ROK,Rockwell Automation,Industrials,Specialty Industrial Machinery,SP500,6.78,6.91,6.86,6.77,7.16,6.96,5.39,,rsi+analyst+upside,6.33,58.66,-1.817,1,1,0,,False,49843499008.0
325,EXR,Extra Space Storage,Real Estate,REIT - Industrial,SP500,6.78,8.34,5.29,7.72,8.64,6.67,5.99,,rsi+analyst+upside,7.51,64.57,0.1482,1,1,0,,False,32770840576.0
326,CGNX,Cognex Corporation,Technology,Scientific & Technical Instruments,Russell1000,6.78,6.7,6.71,6.58,5.34,8.21,8.7,,rsi+analyst+upside,7.3,51.34,-0.7957,1,1,0,,False,9874498560.0
327,CCEP,Coca-Cola Europacific Partners,Consumer Defensive,Beverages - Non-Alcoholic,NDX100,6.78,8.27,5.79,7.21,7.19,7.95,6.54,,rsi+analyst+upside,6.5,58.75,0.3681,1,1,0,,False,43060068352.0
328,HXL,Hexcel,Industrials,Aerospace & Defense,Russell1000,6.78,6.57,6.27,5.44,4.93,6.41,6.02,,rsi+analyst+upside,9.62,49.72,-0.076,1,1,0,,False,6722071040.0
329,BRO,Brown & Brown,Financial Services,Insurance Brokers,SP500,6.78,5.15,7.76,5.64,4.27,6.05,9.31,,rsi+analyst+upside,7.83,47.08,0.4719,0,0,0,,False,20153837568.0
330,DOC,Healthpeak Properties,Real Estate,REIT - Healthcare Facilities,SP500,6.78,6.86,5.97,6.16,5.98,6.84,5.99,,rsi+analyst+upside,9.46,53.93,-0.0837,1,1,0,,False,14064161792.0
331,FERG,Ferguson Enterprises,Industrials,Industrial Distribution,Russell1000,6.78,6.03,6.48,7.44,6.53,8.15,9.48,,rsi+analyst+upside,8.75,56.1,0.7623,0,0,0,,False,44570791936.0
332,JBHT,J.B. Hunt,Industrials,Integrated Freight & Logistics,SP500,6.77,8.34,5.78,7.75,10.0,7.39,1.35,,rsi+analyst+upside,5.93,75.42,1.4137,1,1,0,,False,26475839488.0
333,JHG,Janus Henderson,Financial Services,Asset Management,Russell1000,6.77,6.85,6.54,5.59,5.48,6.25,5.26,,rsi+analyst+upside,8.09,51.92,-0.0123,1,1,0,,False,7980346368.0
334,BIRK,Birkenstock,Consumer Cyclical,Footwear & Accessories,Russell1000,6.77,7.22,6.17,9.42,10.0,9.05,8.05,,rsi+analyst+upside,5.89,78.76,0.3607,1,1,0,,False,8076234240.0
335,RGEN,Repligen,Healthcare,Medical Instruments & Supplies,Russell1000,6.77,6.21,6.45,9.73,10.0,8.64,10.0,,rsi+analyst+upside,6.91,76.89,1.4511,1,0,0,,False,7255445504.0
336,MKC,McCormick & Company,Consumer Defensive,Packaged Foods,SP500,6.77,5.6,7.16,7.26,6.45,7.17,9.8,,rsi+analyst+upside,7.63,55.8,0.2797,0,0,0,,False,13192135680.0
337,OTIS,Otis Worldwide,Industrials,Specialty Industrial Machinery,SP500,6.77,5.33,7.53,4.91,2.69,6.5,10.0,,rsi+analyst+upside,8.56,40.76,0.0792,0,0,0,,False,27236167680.0
338,TT,Trane Technologies,Industrials,Building Products & Equipment,SP500,6.77,7.22,5.97,5.8,4.92,7.0,7.23,,rsi+analyst+upside,8.91,49.69,0.3184,0,1,0,,False,101829197824.0
339,CVS,CVS Health,Healthcare,Healthcare Plans,SP500,6.77,6.83,6.47,6.39,5.73,8.75,6.02,,rsi+analyst+upside,7.82,52.93,-0.2024,1,1,0,,False,123152498688.0
340,FE,FirstEnergy,Utilities,Utilities - Regulated Electric,SP500,6.76,6.17,7.17,7.58,7.83,7.06,7.32,,rsi+analyst+upside,6.16,61.34,0.1734,0,0,0,,False,26706165760.0
341,ESS,Essex Property Trust,Real Estate,REIT - Residential,SP500,6.76,8.54,5.3,7.79,9.31,5.87,5.15,,rsi+analyst+upside,6.92,67.24,0.2804,1,1,0,,False,19616395264.0
342,AU,AngloGold Ashanti,Basic Materials,Gold,Russell1000,6.76,3.95,8.85,5.04,2.57,7.5,10.0,,rsi+analyst+upside,7.22,40.28,-0.8248,0,0,0,,False,41519325184.0
343,MANH,Manhattan Associates,Technology,Software - Application,Russell1000,6.75,6.56,5.93,8.0,7.62,7.92,9.21,,rsi+analyst+upside,8.76,60.49,0.7442,1,0,0,,False,8633594880.0
344,MDT,Medtronic,Healthcare,Medical Devices,SP500,6.75,5.86,7.04,7.8,7.51,7.75,8.69,,rsi+analyst+upside,6.98,60.06,0.9062,0,0,0,,False,105419792384.0
345,SPOT,Spotify,Communication Services,Internet Content & Information,Russell1000,6.75,6.52,6.82,8.63,8.75,8.54,8.38,,rsi+analyst+upside,5.74,65.0,2.5149,1,0,0,,False,100904960000.0
346,CACI,CACI,Technology,Information Technology Services,Russell1000,6.75,6.02,6.95,9.01,8.82,8.59,10.0,,rsi+analyst+upside,6.09,65.28,4.2856,0,0,0,,False,11313398784.0
347,BC,Brunswick Corporation,Consumer Cyclical,Recreational Vehicles,Russell1000,6.74,6.67,6.45,7.57,7.88,7.25,6.95,,rsi+analyst+upside,7.21,61.51,-0.0835,1,1,0,,False,5306787840.0
348,VIK,Viking Holdings,Consumer Cyclical,Travel Services,Russell1000,6.74,6.65,6.85,7.2,6.83,8.81,6.7,,rsi+analyst+upside,6.3,57.32,-0.0822,1,1,0,,False,39177056256.0
349,POOL,Pool Corporation,Industrials,Industrial Distribution,SP500,6.73,5.5,6.75,6.21,4.82,6.61,10.0,,rsi+analyst+upside,9.48,49.29,1.3465,0,0,0,,False,7017464832.0
350,LPLA,LPL Financial,Financial Services,Capital Markets,Russell1000,6.73,5.51,7.78,5.53,3.12,8.28,10.0,,rsi+analyst+upside,6.8,42.49,1.5213,0,0,0,,False,22703935488.0
351,BR,Broadridge Financial Solutions,Technology,Information Technology Services,SP500,6.73,5.11,7.15,6.02,4.38,6.94,10.0,,rsi+analyst+upside,9.19,47.53,0.5883,0,0,0,,False,17347588096.0
352,CUZ,Cousins Properties,Real Estate,REIT - Office,Russell1000,6.73,8.47,5.18,8.95,10.0,8.75,5.99,,rsi+analyst+upside,6.43,75.77,0.0675,1,1,0,,False,4759229440.0
353,LHX,L3Harris,Industrials,Aerospace & Defense,SP500,6.73,5.61,7.38,5.37,3.0,8.45,9.41,,rsi+analyst+upside,7.93,42.01,0.8481,0,0,0,,False,56561938432.0
354,GD,General Dynamics,Industrials,Aerospace & Defense,SP500,6.73,6.66,7.12,5.55,4.38,7.08,7.51,,rsi+analyst+upside,6.46,47.52,-0.1343,1,1,0,,False,93026623488.0
355,ZBH,Zimmer Biomet,Healthcare,Medical Devices,SP500,6.72,5.91,7.28,7.17,7.5,6.15,7.18,,rsi+analyst+upside,6.36,60.0,0.6751,0,0,0,,False,17199781888.0
356,WDC,Western Digital,Technology,Computer Hardware,SP500,6.72,6.68,7.87,7.87,8.52,8.7,5.08,,rsi+analyst+upside,2.59,64.07,-2.5664,1,1,0,,False,166736543744.0
357,GME,GameStop,Consumer Cyclical,Specialty Retail,Russell1000,6.72,5.69,7.89,5.89,5.89,,,,rsi_only,5.78,53.56,0.0989,0,0,0,,False,9889155072.0
358,MDLZ,Mondelez International,Consumer Defensive,Confectioners,SP500,6.72,6.69,6.86,5.8,4.92,7.7,6.52,,rsi+analyst+upside,6.97,49.7,-0.1281,1,1,0,,False,80896770048.0
359,IOT,Samsara,Technology,Software - Infrastructure,Russell1000,6.71,6.99,6.0,8.22,7.52,8.52,10.0,,rsi+analyst+upside,7.3,60.09,0.3296,1,0,0,,False,19194468352.0
360,BEN,Franklin Resources,Financial Services,Asset Management,SP500,6.71,6.86,7.17,4.36,3.92,5.45,4.58,,rsi+analyst+upside,6.6,45.67,-0.1884,1,1,0,,False,16228268032.0
361,BBY,Best Buy,Consumer Cyclical,Specialty Retail,SP500,6.7,7.73,5.99,8.38,10.0,5.9,6.01,,rsi+analyst+upside,5.65,76.96,0.9421,1,1,0,,False,15792780288.0
362,ALLE,Allegion,Industrials,Security & Protection Services,SP500,6.7,5.82,6.7,5.76,4.24,6.35,9.75,,rsi+analyst+upside,9.07,46.97,0.39,0,0,0,,False,11212052480.0
363,DUK,Duke Energy,Utilities,Utilities - Regulated Electric,SP500,6.69,6.19,7.28,5.52,4.43,7.07,7.25,,rsi+analyst+upside,6.67,47.74,0.0245,0,0,0,,False,97192263680.0
364,SIRI,Sirius XM,Communication Services,Entertainment,Russell1000,6.69,6.7,5.89,6.9,7.3,,5.34,,rsi+upside,8.9,59.18,-0.2586,1,1,0,,False,9238534144.0
365,CRH,CRH plc,Basic Materials,Building Materials,SP500,6.69,5.67,6.8,6.27,4.1,9.02,10.0,,rsi+analyst+upside,8.71,46.41,0.1326,0,0,0,,False,68310106112.0
366,DTE,DTE Energy,Utilities,Utilities - Regulated Electric,SP500,6.69,7.53,6.21,6.56,6.01,7.94,6.84,,rsi+analyst+upside,6.56,54.04,0.2004,0,1,0,,False,30340931584.0
367,FNF,Fidelity National Financial,Financial Services,Insurance - Specialty,Russell1000,6.69,3.85,8.61,4.22,0.87,8.5,10.0,,rsi+analyst+upside,8.26,33.47,-0.1301,0,0,0,,False,12933019648.0
368,ALGN,Align Technology,Healthcare,Medical Instruments & Supplies,SP500,6.69,7.07,6.53,8.26,8.3,7.81,8.59,,rsi+analyst+upside,5.32,63.21,1.1706,0,1,0,,False,12437203968.0
369,RITM,Rithm Capital,Real Estate,REIT - Mortgage,Russell1000,6.69,4.17,7.87,5.38,4.22,,10.0,,rsi+upside,9.03,46.9,-0.0042,0,0,0,,False,5147587072.0
370,UNP,Union Pacific Corporation,Industrials,Railroads,SP500,6.69,6.63,6.16,5.21,3.9,7.93,6.43,,rsi+analyst+upside,9.43,45.6,-0.4036,1,1,0,,False,159922585600.0
371,MSM,MSC Industrial Direct,Industrials,Industrial Distribution,Russell1000,6.69,8.06,5.79,7.16,10.0,5.0,0.8,,rsi+analyst+upside,6.36,77.95,0.5211,1,1,0,,False,6477896704.0
372,CTSH,Cognizant,Technology,Information Technology Services,SP500,6.68,5.56,6.7,7.33,6.55,7.0,10.0,,rsi+analyst+upside,8.43,56.19,0.3988,0,0,0,,False,24870340608.0
373,EPR,EPR Properties,Real Estate,REIT - Specialty,Russell1000,6.68,6.87,6.0,4.83,4.25,5.62,5.75,,rsi+analyst+upside,9.59,47.01,-0.1931,1,1,0,,False,4499416064.0
374,RDDT,Reddit,Communication Services,Internet Content & Information,Russell1000,6.68,6.37,7.33,7.47,6.56,7.66,10.0,,rsi+analyst+upside,4.82,56.23,1.673,1,0,0,,False,32364619776.0
375,EME,Emcor,Industrials,Engineering & Construction,SP500,6.68,4.89,8.34,3.46,0.08,8.5,8.57,,rsi+analyst+upside,7.41,30.32,-6.9572,0,1,0,,False,35911507968.0
376,PG,Procter & Gamble,Consumer Defensive,Household & Personal Products,SP500,6.67,7.1,6.47,6.68,6.28,7.4,7.14,,rsi+analyst+upside,6.41,55.13,0.2242,1,0,0,,False,347683127296.0
377,V,Visa Inc.,Financial Services,Credit Services,SP500,6.67,4.89,8.15,4.38,1.21,9.17,9.12,,rsi+analyst+upside,7.31,34.85,-1.34,1,0,0,,False,615898677248.0
378,CUBE,CubeSmart,Real Estate,REIT - Industrial,Russell1000,6.67,7.25,5.57,7.42,8.16,6.47,6.12,,rsi+analyst+upside,8.31,62.65,-0.0048,1,1,0,,False,9402501120.0
379,TFX,Teleflex,Healthcare,Medical Instruments & Supplies,Russell1000,6.67,6.68,6.12,5.9,5.75,,6.51,,rsi+upside,8.8,53.0,-0.244,1,1,0,,False,5945932288.0
380,DLB,Dolby Laboratories,Industrials,Specialty Business Services,Russell1000,6.67,5.59,6.76,6.32,4.5,8.12,10.0,,rsi+analyst+upside,8.81,47.98,0.1057,0,0,0,,False,5078026752.0
381,GLPI,Gaming and Leisure Properties,Real Estate,REIT - Specialty,Russell1000,6.67,5.62,7.38,5.04,3.26,7.6,7.84,,rsi+analyst+upside,7.73,43.04,-0.1125,0,1,0,,False,13521011712.0
382,BWA,BorgWarner,Consumer Cyclical,Auto Parts,Russell1000,6.66,7.93,5.4,8.13,10.0,7.17,3.51,,rsi+analyst+upside,6.9,77.77,0.5456,1,1,0,,False,14633925632.0
383,PENN,Penn Entertainment,Consumer Cyclical,Resorts & Casinos,Russell1000,6.66,8.21,5.5,8.61,9.97,7.12,6.01,,rsi+analyst+upside,5.74,69.87,0.1316,1,1,0,,False,2646083328.0
384,TTC,Toro Company (The),Industrials,Tools & Accessories,Russell1000,6.66,5.9,6.66,6.39,5.46,7.0,8.58,,rsi+analyst+upside,8.35,51.82,-0.0279,0,1,0,,False,8684933120.0
385,ACN,Accenture,Technology,Information Technology Services,SP500,6.66,5.09,6.94,6.1,4.28,7.68,10.0,,rsi+analyst+upside,9.37,47.11,0.2924,0,0,0,,False,105297879040.0
386,COO,Cooper Companies (The),Healthcare,Medical Instruments & Supplies,SP500,6.66,7.47,5.35,9.14,10.0,7.19,8.49,,rsi+analyst+upside,7.35,70.19,0.921,1,0,0,,False,13240629248.0
387,SHW,Sherwin-Williams,Basic Materials,Specialty Chemicals,SP500,6.66,5.86,6.53,5.96,4.42,7.4,9.14,,rsi+analyst+upside,9.14,47.69,0.3287,0,0,0,,False,76035293184.0
388,IP,International Paper,Consumer Cyclical,Packaging & Containers,SP500,6.65,5.39,6.5,9.38,9.65,,8.3,,rsi+upside,7.78,68.59,0.3141,0,0,0,,False,17426403328.0
389,FIVE,Five Below,Consumer Cyclical,Specialty Retail,Russell1000,6.65,3.67,8.96,3.6,0.0,8.0,10.0,,rsi+analyst+upside,7.68,28.39,-3.343,0,0,0,,False,10283276288.0
390,FDS,FactSet,Financial Services,Financial Data & Stock Exchanges,SP500,6.64,6.46,6.5,7.05,8.47,4.44,5.4,,rsi+analyst+upside,7.15,63.86,2.1337,1,0,0,,False,8973350912.0
391,OLLI,Ollie's Bargain Outlet,Consumer Defensive,Discount Stores,Russell1000,6.63,5.15,7.71,5.98,3.75,8.67,10.0,,rsi+analyst+upside,6.8,45.01,0.1437,0,0,0,,False,4789188096.0
392,WY,Weyerhaeuser,Real Estate,REIT - Specialty,SP500,6.63,8.21,4.54,9.54,9.45,,9.92,,rsi+upside,7.78,67.79,0.1164,1,1,0,,False,17726832640.0
393,AEP,American Electric Power,Utilities,Utilities - Regulated Electric,SP500,6.63,5.75,7.18,5.66,4.46,7.6,7.31,,rsi+analyst+upside,7.37,47.85,-0.0123,0,1,0,,False,69705293824.0
394,AAL,American Airlines Group,Industrials,Airlines,Russell1000,6.63,6.84,6.15,7.71,8.05,7.02,7.36,,rsi+analyst+upside,6.95,62.2,-0.1034,1,1,0,,False,9097353216.0
395,GTES,Gates Corporation,Industrials,Specialty Industrial Machinery,Russell1000,6.63,8.26,4.95,8.77,9.18,8.12,8.17,,rsi+analyst+upside,6.97,66.72,0.0891,1,1,0,,False,6490968576.0
396,ITW,Illinois Tool Works,Industrials,Specialty Industrial Machinery,SP500,6.63,6.02,6.31,6.09,6.65,4.03,6.46,,rsi+analyst+upside,9.19,56.59,0.9605,0,0,0,,False,73494405120.0
397,TOST,"Toast, Inc.",Technology,Software - Infrastructure,Russell1000,6.63,5.23,7.72,7.69,6.9,7.76,10.0,,rsi+analyst+upside,5.43,57.6,0.1628,0,0,0,,False,14082400256.0
398,ILMN,"Illumina, Inc.",Healthcare,Diagnostics & Research,Russell1000,6.63,8.13,5.71,7.51,9.41,6.58,2.75,,rsi+analyst+upside,5.79,67.64,0.6634,1,1,0,,False,23657267200.0
399,KO,Coca-Cola Company (The),Consumer Defensive,Beverages - Non-Alcoholic,SP500,6.63,6.56,7.24,4.88,3.3,8.12,6.37,,rsi+analyst+upside,6.09,43.19,-0.3231,1,1,0,,False,350882070528.0
400,DDOG,Datadog,Technology,Software - Application,SP500,6.63,6.53,6.71,7.03,7.3,8.91,4.32,,rsi+analyst+upside,6.31,59.22,-2.3268,1,1,0,,False,78457184256.0
401,VLTO,Veralto,Industrials,Pollution & Treatment Controls,SP500,6.62,5.55,6.94,5.46,3.33,7.76,9.54,,rsi+analyst+upside,8.57,43.31,0.174,0,0,0,,False,21214863360.0
402,CAI,Caris Life Sciences,Healthcare,Biotechnology,Russell1000,6.61,5.05,6.5,7.79,6.77,8.65,10.0,,rsi+analyst+upside,9.29,57.08,0.2014,0,0,0,,False,4754689536.0
403,PTC,PTC Inc.,Technology,Software - Application,SP500,6.61,3.69,8.9,2.0,2.0,,,,rsi_only,8.63,37.99,-0.8509,0,0,0,,False,15630821376.0
